1,0.6996703739176741
2,0.4364231691363768
4,0.3315281772615919
8,0.2759401807796852
16,0.2525712289817156
32,0.23780252265959145
64,0.25457546234085304
128,0.2585264053337616
256,0.26059476947865035
512,0.2664582805633059
1024,0.2757434844971596
2048,0.2872345275881788
4096,0.2877296104430993
8192,0.28505723190241916
16384,0.32059593009850507
32768,0.4464829473482118
65536,0.5078680925356405
131072,0.5062201404570227
262144,0.47883055305508737
524288,0.40485972023149297
1048576,0.4079532003389841
